"Variety Name",Description,Parentage,"IVT Variety","Breeder Name","Breeder Address 1","Breeder Address 2","Breeder Town","Breeder Region","Breeder Postcode","Breeder Country","Breeder Email","Breeder Webpage","Breeder Phone","Breeder Fax","Breeder Agent Name","Breeder Agent Address 1","Breeder Agent Address 2","Breeder Agent Town","Breeder Agent Region","Breeder Agent Postcode","Breeder Agent Country","Breeder Agent Email","Breeder Agent Webpage","Breeder Agent Phone","Breeder Agent Fax","Breeder Rights (expiry)","Shape of tuber","Colour of skin","Colour of flesh","Depth of eyes","Smoothness of skin","Colour of base of lightsprout",Maturity,"Height of plants","Colour of flower","Frequency of berries","Resistance to bruising","Resistance to splitting","Resistance to Potato Virus YO","Resistance to Potato Virus YN","Resistance to Potato Virus A","Resistance to Potato mop top (spraing)","Resistance to Potato Leafroll Virus","Resistance to Potato Cyst Nematode (Pa 2/3 - 1) (Globodera pallida Pa 2/3 - 1)","Resistance to Potato Cyst Nematode (Ro1) (Globodera rostochiensis Ro1)","Resistance to common scab (Streptomyces scabiei)","Resistance to blackleg (Pectobacterium atrosepticum)","Resistance to dry rot (Fusarium sulphureum)","Resistance to dry rot (Fusarium coeruleum)","Resistance to skin spot (Polyscytalum pustulans)","Resistance to silver scurf (Helminthosporium solani)","Resistance to black dot (Colletotrichum coccodes)","Resistance to powdery scab (Spongospora subterranea)","Resistance to late blight on tubers (Phytophthora infestans)","Resistance to late blight on foliage (Phytophthora infestans)",Dormancy,"Dry Matter",Determinacy,"Cooking Type"
"Moulin Rouge","Excellent gourmet quality salad type with unusual long tuber shape and red skins.   It retains the excellent taste characteristics of it parents, Pink Fir Apple and Desiree.   It produces very high numbers of small sized tubers with good blemish disease resistance.  Susceptible to late blight on foliage, splitting, potato cyst nematode <i> Globodera rostochiensis </i> Ro1 and <i> Globodera pallida </i>.  Resistance to powdery scab and skin spot.  ","Desiree x Pink Fir Apple",1,"Higgins Agriculture Ltd","Greenbank House",Finningley,Doncaster,,"DN9 3BZ","UNITED KINGDOM",potatoes@higgins.co.uk,www.higgins.eu.com,"+44 (0)1302 770591","+44 (0)1302 770668","Higgins Agriculture Ltd","Greenbank House",Finningley,Doncaster,,"DN9 3BZ","UNITED KINGDOM",potatoes@higgins.co.uk,www.higgins.eu.com,"+44 (0)1302 770591","+44 (0)1302 770668",2034,"Very long",Red,"Medium yellow","Medium - deep",Smooth,Pink,"Early Maincrop","Very short","Red violet",Absent,4,1,-,-,-,-,-,2,2,6,6,-,-,7,-,-,7,4,3,-,-,-,-
Mozart,"Susceptible to dry rot <i> Fusarium sulphureum </i>.Â Â Shows resistance to blackdot, bruising and skin spot.  Tests for resistance to potato cyst nematode demonstrated resistance to  <i>Globodera rostochiensis</i> Ro1  and susceptibility to <i>Globodera pallida</i> Pa 2/3, 1.","Redstar x Caesar",1,"HZPC UK Limited","2 Wharf Road",Crowle,Scunthorpe,"North Lincolnshire","DN17 4HS","UNITED KINGDOM",info.uk@hzpc.com,www.hzpc.co.uk,"+44 (0)1724 71 00 33","+44 (0)1724 71 00 99","HZPC UK Limited","2 Wharf Road",Crowle,Scunthorpe,"North Lincolnshire","DN17 4HS","UNITED KINGDOM",info.uk@hzpc.com,www.hzpc.co.uk,"+44 (0)1724 71 00 33","+44 (0)1724 71 00 99",-,-,Red,-,-,Smooth,Pink,"Early Maincrop",Medium,"Red violet",-,7,5,-,-,-,-,-,2,8,6,6,3,5,8,6,8,5,5,5,-,-,-,-
Mustang,"Tubers have good resistance to bruising and splitting.Â Â Trials have found good resistance to skin spot, dry rot (<i>F. coeruleum</i>) and silver scurf..Â Â This variety has low resistance to dry rot (<i>F. sulphureum</i> and late blight on tubers.Â Â Tests for resistance to potato cyst nematode demonstrated resistance to  <i>Globodera rostochiensis</i> Ro1  and susceptibility to <i>Globodera pallida</i> Pa 2/3, 1.","Bolesta x Bildtstar",1,-,-,-,-,-,-,-,-,-,-,-,"Agrico UK Ltd","Castleton of Eassie",,"By Forfar",Angus,"DD8 1SJ","UNITED KINGDOM",potatoes@agrico.co.uk,www.agrico.co.uk,"+44 (0)1307 840551","+44 (0)1307 840245",-,Oval,Red,Cream,-,-,-,"Early Maincrop",Medium,"Red violet",Many,7,7,-,-,-,-,-,3,7,3,3,1,8,7,8,5,5,2,5,-,-,-,-
Nadine,"Nadine produces very high yields of bright attractive tubers, making it ideal for pre-packing. In favourable conditions it is indisputably the highest yielding variety in the UK. shows susceptibility to Dry rot <i> Fusarium sulphureum </i>, powdery scab, blackleg and potato leafroll virus.  Tests show Blackleg, skin spot, common scab, potato virus Yo and bruising.  Resistant to potato cyst nematode <i> Globodera rostochiensis </i> Ro1 and susceptible to <i> globodera pallida </i> Pa2/3,1.  ","Solanum vernei polycross",1,"Caithness Potato Breeders Ltd","Brigade House","Brigade Street",Blackheath,London,"SE3 0TW","UNITED KINGDOM",exportenquiries@caithnesspotatoes.com,www.caithnesspotatoes.com,"+44 (0)20 8297 1020","+44 (0)20 8297 2125","Caithness Potatoes Ltd","26 York Place",,Perth,,"PH2 8EH","UNITED KINGDOM",enquiries@caithnesspotatoes.com,www.caithnesspotatoes.com,"+44 (0)1738 446723","+44 (0)1738 628124",2017,Oval,Cream,Cream,Shallow,Smooth,Pink,"Second Early","Short - medium","Red violet",Absent,7,6,7,-,-,-,3,3,9,7,3,2,5,8,5,6,3,4,4,-,-,-,-
Navan,"Particularly suited for chip shop and French fry production.  High yielding with superb fry colour.  Good heat and drought tolerance.  High dry matter.  Susceptible to bruising.  Tests show resistance to splitting and potato virus Yo.  When tested against potato cyst nematode, resuslts showed it was resistant to <i> Globodera rostochiensis </i> Ro1 and susceptible to <i> globodera pallida </i> Pa2/3,1.","S62 47 1 x Maris Piper",1,"Department of Agriculture for Northern Ireland","Newforge Lane",,Belfast,,,"UNITED KINGDOM",,,,,"Cygnet PB Ltd","Blairfield Farm",,Milnathort,Kinross-shire,"KY13 OSG","UNITED KINGDOM",cygnetpb@harleys.co.uk,www.cygnetpb.com,"+44 (0)1577 862 929","+44 (0)1577 863 741",2017,Oval,White,Cream,Shallow,Medium,Violet,Maincrop,"Medium - tall",Violet,Medium,3,7,7,-,-,-,5,2,9,4,6,-,-,-,-,-,5,4,5,-,-,-,-
Nectar,"Nectar produces high numbers of tubers with very smooth skin and is very suitable for pre-packing.  It has good resistance to gangrene in breeder tests, while also keeping well in storage.  It is a potato suitable for stews and other dishes where a firm potato is required. Susceptible to dry rot <i> Fusarium sulphureum </i> and both potato cyst nematode <i> Globodera rostochiensis </i> Ro1and <i> Globodera pallida </i> Pa2/3,1.  Nectar has resistance to Silver scurf.  ","Famosa x Red Cara",1,"Teagasc Crops Research Centre","Oak Park Research Centre",,Carlow,,,IRELAND,,www.teagasc.ie,"+353 59 9170200","+353 59 9142423","Irish Potato Marketing Ltd","East Den Brae",,Letham,Angus,"DD8 2PJ","UNITED KINGDOM",info@ipmscotland.co.uk,www.ipm.ie,"+44 (0)1307 818121","+44 (0)1307 818131",2035,"Oval - long","Red parti-coloured","Light yellow",Shallow,Smooth,Pink,"Early Maincrop",Medium,White,Few,6,6,-,-,-,-,-,1,1,4,4,2,5,6,7,6,5,5,4,-,-,-,-
Newton,"Tubers have poor  resistance to splitting.Â Â This variety has low resistance to dry rot (<i>Fusarium sulphureum</i>.).Â Â Newton has resistance to powdery scab, blackleg and common scab.  Tests for resistance to potato cyst Nematode demonstrated resistance to  <i>Globodera rostochiensis</i> Ro1  and susceptibility to <i>Globodera pallida</i> Pa 2/3, 1.","Atlantic x Hermes ",1,"Robert Hoopes","4295 Tenderfoot Road",,Rhinelander,,"WI 54501","UNITED STATES",,,,,Pepsico,"c/o Cambridge University Farm","Huntingdon Road",Girton,Cambridge,"CB3 0LH","UNITED KINGDOM",,,,,2039,"Oval - long",White,Cream,Shallow,-,Pink,"Second Early","Short - medium","Red violet",-,3,2,5,-,-,-,5,2,9,6,6,1,4,-,-,-,6,4,5,-,-,-,-
Nicola,"Second early maturity, high number of uniform tubers per plant, medium to long dormancy. Medium low dry matter, good boiling qualities.  susceptible to dry rot <i> Fusarium coeruleum </i>, late blight on foliage and tubers.  Shows resistance to potato leafroll virus.  Resistant to potato cyst nematode <i> Globodera rostochiensis </i> ro1 and susceptible to <i> globodera pallida </i> Pa2/3,1.  ","Clivia x 6430 / 1011",1,-,-,-,-,-,-,-,-,-,-,-,"GB Seed Industry","These varieties are freely available and","sources can be found by clicking on the","national flags on each","variety description page.",,"UNITED KINGDOM",,,,,-,"Oval - long",Cream,"Medium yellow","Very shallow - shallow",Smooth,Pink,"Second Early",Medium,White,Absent,6,6,4,-,-,-,8,2,9,6,5,4,3,-,-,-,5,3,2,-,-,-,-
Nieta,"Suitable for French fry production in Mediterranean/North African climate.  Produces high yield of large tubers in these climates.  Good cooking qualities - freedom from enzymic browning and after cooking discoloration. resistant to splitting.  Susceptible to potato cyst nematode <i> Globodera pallida </i> Pa2/3,1 and slightly susceptible to <i> Globodera rostochiensis </i> Ro1.  ","Desiree x Maris Piper",1,"Department of Agriculture for Northern Ireland","Newforge Lane",,Belfast,,,"UNITED KINGDOM",,,,,"The Bennett Group","c/o Grampian Growers",Logie,Montrose,Angus,"DD10 9LD","UNITED KINGDOM",archie@grampiangrowers.co.uk,,"+44 (0)1674 830555",,2016,Oval,Cream,"Light yellow",Shallow,Smooth,Pink,"Early Maincrop",Medium,"Red violet",Few,6,7,6,-,-,-,4,3,5,5,5,4,4,4,-,-,-,6,4,-,-,-,-
Nitza,"Nitza is an early maincrop varietyÂ .  It is particularily suitable for french fries.Â Â Tubers have poor  resistance to splitting and some resistance to bruising.Â Â Trials have found good resistance to potato leafroll virus and blackleg.Â This variety has low resistance to late blight on tubers.Â Â Tests for resistance to potato cyst nematode demonstrated resistance to  <i>Globodera rostochiensis</i> Ro1  and susceptibility to <i>Globodera pallida</i> Pa 2/3, 1.","<i>S. tuberosum</i> NY66 x Neotuberosum R112-1",1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Oval,White,White,Shallow,-,Pink,"Early Maincrop",Medium,"Red violet",Absent,4,2,-,9,9,-,7,2,8,5,8,4,4,7,7,4,4,1,4,-,-,-,-
Orchestra,"Tubers have good resistance to splitting and some  resistance to bruising.Â Â Trials have found good resistance to silver scurf and common scab.Â Â This variety has low resistance to dry rot (<i>F. coeruleum and F. sulphureum</i>) and late blight on foliage.Â Â Tests for resistance to potato cyst nematode demonstrated resistance to  <i>Globodera rostochiensis</i> Ro1  and susceptibility to <i>Globodera pallida</i> Pa 2/3, 1.","Maradonna x Cupido",1,"Meijer Potato","Bathseweg 45",,Rilland,,"4411 RK ",NETHERLANDS,info@meijerpotato.com,https://www.meijerpotato.com/en/,"+31 (0)113 - 76 01 00",,"Meijer Potato UK","Bayfield Brecks Barns,","Garden Lane,","Letheringsett, Holt",Norfolk,"NR25 7DZ","UNITED KINGDOM",info@meijerpotato.co.uk,www.meijerpotato.co.uk,"01263 710602",,-,Oval,White,"Light yellow",-,-,-,Maincrop,"Short - medium",White,"Very many",5,6,-,-,-,-,-,2,7,8,3,1,1,3,7,5,6,3,2,-,-,-,-
Orla,"Excellent tasting potato for the pre-packing sector.  Very grower friendly, it produces high yields with good baker content.  Orla is suited for organic production. Susceptible to potato cyst nematode <i> Globodera rostochiensis </i> Ro1 and <i> globodera pallida </i> Pa2/3,1.  Tests shoe resistance to late blight on tubers, bruising and splitting.  Resistant to potato virus Yo.  ","O.P. 657/3 x Spunta",1,"Teagasc Crops Research Centre","Oak Park Research Centre",,Carlow,,,IRELAND,,www.teagasc.ie,"+353 59 9170200","+353 59 9142423","Irish Potato Marketing Ltd","East Den Brae",,Letham,Angus,"DD8 2PJ","UNITED KINGDOM",info@ipmscotland.co.uk,www.ipm.ie,"+44 (0)1307 818121","+44 (0)1307 818131",2028,Oval,Cream,"Light yellow",Shallow,Smooth,Pink,"Early Maincrop","Medium - tall",White,Few,7,7,9,-,-,-,4,2,2,6,6,-,-,-,-,-,4,8,4,-,-,-,-
Orwell,"Orwell is an early maincrop  variety.Â Â This variety  is particularily suitable for crisping.Â Â Â Trials have found good resistance to blackleg and potato virus Yo, Yn and A.Â Â This variety has low resistance to late blight on foliage and late blight on tubers and powdery scab.Â Tests for resistance to potato cyst nematode demonstrated susceptibility to both <i>Globodera rostochiensis</i> Ro1  and <i>Globodera pallida</i> Pa 2/3, 1.","FL1771 x RD188-91",1,"Robert Hoopes","4295 Tenderfoot Road",,Rhinelander,,"WI 54501","UNITED STATES",,,,,Pepsico,"c/o Cambridge University Farm","Huntingdon Road",Girton,Cambridge,"CB3 0LH","UNITED KINGDOM",,,,,-,"Short - oval",Yellow,"Light yellow","Very shallow - shallow",-,Blue,"Early Maincrop","Short - medium",Violet,Absent,6,4,9,9,9,-,6,3,2,6,9,5,4,5,9,4,3,2,3,-,-,-,-
Osprey,"Osprey produces good yields of bold bright tubers of good all round cooking quality. It shows resistance to potato virus Yo, splitting and is resistant to Blackleg.  Tests show susceptibility to potato cyst nematode <i> Globodera pallida </i> Pa2/3,1.  ","Kestrel x (Sante x Stroma)12",1,"Caithness Potato Breeders Ltd","Brigade House","Brigade Street",Blackheath,London,"SE3 0TW","UNITED KINGDOM",exportenquiries@caithnesspotatoes.com,www.caithnesspotatoes.com,"+44 (0)20 8297 1020","+44 (0)20 8297 2125","Caithness Potatoes Ltd","26 York Place",,Perth,,"PH2 8EH","UNITED KINGDOM",enquiries@caithnesspotatoes.com,www.caithnesspotatoes.com,"+44 (0)1738 446723","+44 (0)1738 628124",2033,"Short - oval","Red parti-coloured",Cream,Medium,Medium,Pink,"Second Early",Tall,"Red violet",Absent,6,7,8,-,-,-,4,3,-,6,9,-,-,-,-,-,6,5,4,-,-,-,-
Panther,"Trials have found good resistance to skin spot, dry rot (<I>Fusarium coeruleum</I>) and potato mop top (spraing).Â Â This variety has low resistance to dry rot (<I>Fusarium sulphureum</I>), late blight on tubers, powdery scab, common scab and blackleg..Â Â Tests for resistance to potato cyst nematode demonstrated susceptibility to <i>Globodera rostochiensis</i> Ro1  and resistance to  <i>Globodera pallida</i> Pa 2/3, 1.","Innovator x BEETS 84-85-32",1,-,-,-,-,-,-,-,-,-,-,-,"HZPC UK Limited","2 Wharf Road",Crowle,Scunthorpe,"North Lincolnshire","DN17 4HS","UNITED KINGDOM",info.uk@hzpc.com,www.hzpc.co.uk,"+44 (0)1724 71 00 33","+44 (0)1724 71 00 99",-,"Oval - long",Yellow,"Light yellow",-,-,-,"Second Early",-,-,-,5,5,-,-,-,-,-,8,2,3,2,1,9,7,6,6,3,1,4,-,-,-,-
Paramount,"Paramount is a very high yielding red skin white flesh variety producing large even sized tubers.  Paramount has high resistance gangrene. Paramount is suitable for boiling, baking and packing. Susceptible to potato virus Yo.  Tests show it is resistant to potato cyst nematode <i> Globodera rostochiensis </i> Ro1 and susceptible to <i> Globodera pallida </i> Pa2/3,1.  ","Janet x Dutch seedling",1,"John Mara","168 Seapark Malahide",,"Co Dublin",,,IRELAND,,,,,"Jonquil Development Limited","168 Seapark",,Malahide,"County Dublin",,IRELAND,info@spud.ie,www.spud.ie,"+353 87 2556246; +353 1 8450666","+353 1 8450528",2033,"Short - oval",Red,White,Shallow,Smooth,Pink,Maincrop,Medium,"Red violet",Medium,6,5,3,-,-,-,4,2,9,5,4,-,-,-,-,-,5,6,4,-,-,-,-
Paru,"Tubers have excellent  resistance to splitting and some  resistance to bruising.Â Â Trials have found good resistance to dry rot (<i>Fusarium coeruleum</i>), powdery scab, common scab and blackleg.Â Â This variety has low resistance to dry rot (<i>Fusarium sulphureum</i>), late blight on tubers and potato virus Yo ..Â Â Tests for resistance to potato cyst nematode demonstrated susceptibility to both <i>Globodera rostochiensis</i> Ro1  and <i>Globodera pallida</i> Pa 2/3, 1.","71 P 10 x 84 2P 75",1,"Scottish Crop Research Institute",Invergowrie,,Dundee,,"DD2 5DA","UNITED KINGDOM",,www.scri.sari.ac.uk,"+44 (0)1382 562731",,-,-,-,-,-,-,-,-,-,-,-,2040,Long,"Red parti-coloured","Deep yellow","Shallow - medium",-,Absent,Maincrop,Medium,"Red violet",-,5,8,2,-,-,-,3,2,2,8,9,1,7,8,7,6,8,2,7,-,-,-,-
"Pentland Crown","Suitable for pre-pack and general ware. Oval white tubers with white to cream flesh. High yields with moderate outgrade levels, mainly mechanical damage, misshapen tubers, greens and outgrowth cracks. Susceptible to foliage blight and spraing. Resistant to blackleg, common scab, leaf roll virus and virus Yo.  Susceptible to potato cyst nematode <i> Globodera rostochiensis </i> Ro1 and <i> Globodera pallida </i> Pa2/3,1.   Medium to high dry matter.
","(Pepo x Southesk) x (USDA 41956 x [Kathadin x Snowflake])",1,"Scottish Crop Research Institute",Invergowrie,,Dundee,,"DD2 5DA","UNITED KINGDOM",,www.scri.sari.ac.uk,"+44 (0)1382 562731",,"GB Seed Industry","These varieties are freely available and","sources can be found by clicking on the","national flags on each","variety description page.",,"UNITED KINGDOM",,,,,-,"Oval - long",Cream,Cream,Shallow,Medium,Pink,Maincrop,Medium,White,Absent,6,6,8,-,-,-,7,2,2,7,7,-,-,-,-,-,4,5,3,-,-,-,-
"Pentland Dell","Maincrop maturity producing high yields, long dormancy.  Good resistance to mild mosaic viruses, powdery scab and slugs.  Susceptible to potato cyst nematode <i> Globodera rostochiensis </i> ,<i> Globodera pallida </i> and spraing.  Moderately high dry matter with a tendency to disintegrate after boiling.","Roslin Chania x Roslin Sasumua",1,"Scottish Crop Research Institute",Invergowrie,,Dundee,,"DD2 5DA","UNITED KINGDOM",,www.scri.sari.ac.uk,"+44 (0)1382 562731",,"GB Seed Industry","These varieties are freely available and","sources can be found by clicking on the","national flags on each","variety description page.",,"UNITED KINGDOM",,,,,-,"Oval - long",Cream,Cream,Shallow,Smooth,Pink,Maincrop,Medium,White,Many,6,6,4,-,-,-,5,2,2,5,4,-,-,-,-,-,7,5,4,-,-,-,-
"Pentland Ivory","Trials have found good resistance to potato virus Yo  and dry rot <i> Fusarium coeruleum </i>.  ","Pentland Crown x Pentland Dell",1,"Scottish Crop Research Institute",Invergowrie,,Dundee,,"DD2 5DA","UNITED KINGDOM",,www.scri.sari.ac.uk,"+44 (0)1382 562731",,"GB Seed Industry","These varieties are freely available and","sources can be found by clicking on the","national flags on each","variety description page.",,"UNITED KINGDOM",,,,,-,"Oval - long",White,Cream,Shallow,Smooth,Pink,"Early Maincrop","Medium - tall",White,Medium,-,-,7,-,-,-,5,-,-,6,-,-,8,5,-,-,-,-,5,-,-,-,-
"Pentland Javelin","First early maturity, high yielding but tendency to bulk late.  High resistance to potato virus Yo and good resistance to splitting and bruising.  Resistant to potato cyst nematode <i> Globodera rostochiensis </i> Ro1. Moderately susceptible to tuber blight and spraing.  Medium to low dry matter with firm cooked texture and good boiling quality.","2639ab2 x 11-79",1,"Scottish Crop Research Institute",Invergowrie,,Dundee,,"DD2 5DA","UNITED KINGDOM",,www.scri.sari.ac.uk,"+44 (0)1382 562731",,"GB Seed Industry","These varieties are freely available and","sources can be found by clicking on the","national flags on each","variety description page.",,"UNITED KINGDOM",,,,,-,"Short - oval",Cream,Cream,"Very shallow - shallow",Smooth,Pink,"First Early",Medium,White,Absent,7,7,8,-,-,-,4,2,9,6,5,-,3,3,-,-,-,2,4,-,-,-,-
"Pentland Squire","Early maincrop maturity producing high yields of large tubers with low tuber numbers per plant.  Resistant to mild mosaic virus  drought, bruising and splitting.  Moderately susceptible to spraing and potato virus Yo.  Susceptible to potato cyst nematode <i> globodera rostochiensis </i> and <i> globodera pallida </i>.  Medium to high dry matter with good cooking quality. ","Pentland Crown x Pentland Dell",1,"Scottish Crop Research Institute",Invergowrie,,Dundee,,"DD2 5DA","UNITED KINGDOM",,www.scri.sari.ac.uk,"+44 (0)1382 562731",,"GB Seed Industry","These varieties are freely available and","sources can be found by clicking on the","national flags on each","variety description page.",,"UNITED KINGDOM",,,,,-,Oval,White,Cream,Medium,Smooth,Pink,"Early Maincrop","Medium - tall",White,Few,7,7,2,-,-,-,4,2,2,6,4,6,3,2,3,3,4,5,6,-,-,-,-
Performer,"Performer is a PCN <I>Globodera Pallida </I>resistant and tolerant processing variety. Field trials conducted over many years have consistently shown that Performer significantly reduces the population of <I>G. Pallida </I> in the soil, whilst producing a good yield, even when untreated with nematicide. The variety is gaining popularity as a tasty chipper in the fish & chip shop market. It has a brown (russet) skin and a pale yellow flesh colour, and due to its superb uniformity of shape with big, oval long tubers, it is ideally suited for processing. With a floury texture, Performer also eats well as a baker. Although tuber numbers can be lower than other varieties, its marketable yield is very high with low wastage, producing big, bold tubers of 45mm upwards. It has a good dry matter content and is well suited for long term storage. This is a strong plant with a very good rooting system and consequently can be cultivated on most soil types but is a little susceptible to Common Scab. Performer is suitable for growing in Western Europe.  The variety has high resistance to PVYN.","Nika x Innovator",1,Agrico,.,.,.,.,.,AUSTRIA,,,,,"Agrico UK Ltd","Castleton of Eassie",,"By Forfar",Angus,"DD8 1SJ","UNITED KINGDOM",potatoes@agrico.co.uk,www.agrico.co.uk,"+44 (0)1307 840551","+44 (0)1307 840245",-,"Oval - long",Russet,"Light yellow","Very shallow - shallow",Rough,-,Maincrop,"Very tall",White,-,5,5,-,-,-,6,-,8,4,7,1,3,7,5,5,7,5,2,3,Long,22%,-,Fluffy
Picasso,"Suitable for pre-pack and general ware. Oval white tubers with pink eyes and cream to light yellow flesh. Susceptible to powdery scab and spraing. Resistant to potato virus Yo and common scab.  Tests show it is resistant to potato cyst nematode <i> globodera rostochiensis </i> Ro1 and susceptible to <i> Globodera pallida </i> Pa2/3,1.  Very high yields achievable but often with high levels of out grades.","Cara x Ausonia ",1,-,-,-,-,-,-,-,-,-,-,-,"Agrico UK Ltd","Castleton of Eassie",,"By Forfar",Angus,"DD8 1SJ","UNITED KINGDOM",potatoes@agrico.co.uk,www.agrico.co.uk,"+44 (0)1307 840551","+44 (0)1307 840245",2022,Oval,"Red parti-coloured","Light yellow","Shallow - medium",Medium,Pink,Maincrop,Tall,White,Absent,6,5,8,-,-,-,6,2,9,7,5,-,-,-,-,-,3,6,5,-,-,-,-
"Piccolo Star","Tubers have good  resistance to splitting and some  resistance to bruising.Â Â Trials have found good resistance to black scurf, blackleg, common scab, black dot and silver scurf..Â Â This variety has low resistance to late blight on tubers.Â Â Tests for resistance to potato cyst nematode demonstrated resistance to  <i>Globodera rostochiensis</i> Ro1  and susceptibility to <i>Globodera pallida</i> Pa 2/3, 1.",-,1,"Van Rijn-KWS (UK) Ltd","4 Manor Barns",Titchwell,"Kings Lynn",Norfolk,"PE31 8BB","UNITED KINGDOM",swilliams@vanrijn-kws.co.uk,www.vanrijn-kws.com,07826958333,01485210174,"Branston Ltd","Mere Road",Branston,Lincoln,Lincolnshire,"LN4 1NJ","UNITED KINGDOM",,,,,-,-,-,-,-,-,-,"Second Early","Short - medium",White,Few,5,7,-,-,-,-,-,2,8,7,7,4,4,6,8,8,6,2,4,-,-,-,-
